original_index,vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
1202806,0.4616,0.5356,0.1121,0.0337,1.4258,10.8839,0
1202807,0.4661,0.5472,0.1082,0.0343,1.1231,10.8839,0
1202808,0.4658,0.531,0.1088,0.036,1.2557,10.8837,0
1202809,0.4665,0.5496,0.1088,0.0343,1.1889,10.8837,0
1202810,0.4647,0.5425,0.1156,0.0332,1.2507,10.8869,0
1202811,0.4691,0.5505,0.1087,0.0354,1.2539,10.882,0
1202812,0.466,0.5372,0.1092,0.0357,1.3071,10.882,0
1202813,0.463,0.5449,0.1111,0.0329,1.3587,10.8741,0
1202814,0.471,0.5415,0.1074,0.0342,1.3505,10.8702,0
1202815,0.479,0.546,0.1062,0.034,1.6016,10.8702,0
1202816,0.4751,0.5512,0.1094,0.034,1.3687,10.8678,0
1202817,0.4638,0.5461,0.113,0.0337,1.3348,10.8678,0
1202818,0.4613,0.5392,0.1135,0.0349,1.4757,10.8639,0
1202819,0.4624,0.5405,0.1072,0.0355,1.5103,10.864,0
1202820,0.4708,0.5463,0.1075,0.0357,1.5596,10.864,0
1202821,0.4691,0.547,0.1136,0.0348,1.4576,10.8651,0
1202822,0.4696,0.5419,0.1103,0.0344,1.4713,10.8629,0
1202823,0.465,0.5471,0.106,0.0334,1.345,10.8629,0
1202824,0.4613,0.5338,0.1092,0.0337,1.1997,10.8656,0
1202825,0.4718,0.5448,0.1141,0.034,1.1896,10.8656,0
1202826,0.4698,0.5354,0.1101,0.0327,1.3924,10.8657,0
1202827,0.476,0.5437,0.1056,0.0364,1.4649,10.8684,0
1202828,0.4636,0.5425,0.1117,0.0358,1.5551,10.8684,0
1202829,0.4663,0.547,0.1118,0.0309,1.4837,10.8713,0
1202830,0.4597,0.5369,0.1088,0.0337,1.6702,10.873,0
1202831,0.4674,0.537,0.1081,0.0351,1.631,10.873,0
1202832,0.4709,0.5528,0.1096,0.0336,1.2873,10.8673,0
1202833,0.4679,0.5409,0.1133,0.0349,1.2839,10.8673,0
1202834,0.4606,0.5426,0.1108,0.0377,1.3734,10.8628,0
1202835,0.4651,0.5438,0.1076,0.0351,1.2002,10.8699,0
1202836,0.4573,0.5355,0.1128,0.0344,1.1185,10.8699,0
1202837,0.4706,0.5394,0.116,0.0372,1.1691,10.8692,0
1202838,0.4658,0.5332,0.1117,0.037,1.0225,10.8692,0
1202839,0.4614,0.5342,0.1075,0.035,1.3224,10.8711,0
1202840,0.4646,0.533,0.114,0.0339,1.3409,10.8643,0
1202841,0.4542,0.5355,0.1094,0.0354,1.1695,10.8643,0
1202842,0.4635,0.5379,0.1107,0.0354,1.1953,10.8588,0
1202843,0.4639,0.5488,0.1078,0.0359,1.32,10.8608,0
1202844,0.4687,0.551,0.1125,0.0336,1.4916,10.8608,0
1202845,0.4652,0.5382,0.1082,0.0352,1.2406,10.8619,0
1202846,0.4784,0.54,0.1077,0.0344,1.1553,10.8619,0
1202847,0.4689,0.5455,0.1068,0.0369,1.057,10.863,0
1202848,0.4563,0.5291,0.1087,0.0355,1.1035,10.8595,0
1202849,0.4655,0.5385,0.1103,0.0322,1.3388,10.8595,0
1202850,0.4591,0.5302,0.108,0.0323,1.4515,10.8501,0
1202851,0.4681,0.5417,0.1048,0.0335,1.3329,10.8494,0
1202852,0.4619,0.5383,0.1108,0.0335,1.3927,10.8494,0
1202853,0.467,0.5377,0.1096,0.0338,1.383,10.8506,0
1202854,0.4704,0.5507,0.1078,0.0332,1.4518,10.8506,0
1202855,0.4788,0.5448,0.11,0.0349,1.351,10.844,0
1202856,0.4605,0.5433,0.1134,0.0331,1.1628,10.836,0
1202857,0.4699,0.5413,0.1112,0.0352,1.2472,10.836,0
1202858,0.4707,0.5351,0.1055,0.0362,1.3949,10.8378,0
1202859,0.4712,0.5445,0.1102,0.0336,1.2515,10.8367,0
1202860,0.4662,0.5389,0.113,0.0343,1.2443,10.8367,0
1202861,0.4643,0.539,0.1087,0.0361,1.3999,10.8305,0
1202862,0.4781,0.5528,0.1127,0.0367,1.4172,10.8305,0
1202863,0.4657,0.5389,0.1088,0.0328,1.2506,10.8243,0
1202864,0.4548,0.5238,0.1139,0.0344,1.5854,10.8265,0
1202865,0.4645,0.537,0.1079,0.0319,1.6016,10.8265,0
1202866,0.4782,0.5434,0.1096,0.0331,1.4945,10.8242,0
1202867,0.4585,0.5283,0.1085,0.0339,1.4287,10.8242,0
1202868,0.4689,0.537,0.1087,0.0364,1.3278,10.8289,0
1202869,0.4707,0.5541,0.1058,0.0345,1.3792,10.826,0
1202870,0.477,0.5468,0.1103,0.0335,1.4856,10.826,0
1202871,0.4686,0.5483,0.11,0.0349,1.275,10.8265,0
1202872,0.4692,0.5355,0.1102,0.0332,1.2611,10.8271,0
1202873,0.4758,0.5437,0.1076,0.0336,0.8676,10.8271,0
1202874,0.4717,0.539,0.1081,0.0357,1.0596,10.8293,0
1202875,0.4619,0.5377,0.1085,0.0371,1.1108,10.8293,0
1202876,0.4709,0.5421,0.1106,0.0342,1.3287,10.8316,0
1202877,0.4718,0.5513,0.1122,0.0374,1.5299,10.829,0
1202878,0.4643,0.5374,0.1094,0.0382,1.2714,10.829,0
1202879,0.4678,0.535,0.1157,0.0362,1.252,10.8311,0
1202880,0.4746,0.5478,0.1106,0.0343,1.4329,10.8328,0
1202881,0.4774,0.5411,0.1034,0.0392,1.4224,10.8328,0
1202882,0.4727,0.5461,0.1069,0.0376,1.3383,10.8342,0
1202883,0.4771,0.5433,0.1099,0.0347,1.5195,10.8342,0
1202884,0.4808,0.5587,0.1092,0.0335,1.4376,10.8232,0
1202885,0.4902,0.5624,0.1083,0.0347,1.2844,10.8216,0
1202886,0.4741,0.5473,0.1102,0.0339,1.5148,10.8216,0
1202887,0.4723,0.5302,0.114,0.0358,1.5129,10.8176,0
1202888,0.476,0.5593,0.1109,0.034,1.2707,10.8184,0
1202889,0.4795,0.5448,0.1082,0.0344,1.3008,10.8184,0
1202890,0.4753,0.5493,0.1115,0.0363,1.5748,10.8204,0
1202891,0.4668,0.5327,0.1148,0.0347,1.4464,10.8204,0
1202892,0.468,0.5464,0.1094,0.0355,1.1155,10.8144,0
1202893,0.4793,0.5467,0.11,0.0355,1.3737,10.816,0
1202894,0.4703,0.5502,0.1149,0.034,1.3818,10.816,0
1202895,0.4793,0.5469,0.1154,0.0349,1.4589,10.8171,0
1202896,0.4716,0.5469,0.1106,0.0338,1.4319,10.8133,0
1202897,0.4711,0.5356,0.109,0.0347,1.2884,10.8133,0
1202898,0.4676,0.5453,0.1141,0.0379,1.3485,10.815,0
1202899,0.4632,0.5452,0.1143,0.0359,1.3958,10.815,0
1202900,0.4752,0.5407,0.1079,0.0355,1.1579,10.8177,0
1202901,0.462,0.5426,0.1088,0.0358,1.1708,10.8156,0
1202902,0.4715,0.5436,0.1126,0.0346,1.0393,10.8156,0
1202903,0.4725,0.543,0.1178,0.0339,1.2199,10.8089,0
1202904,0.4773,0.5488,0.1106,0.0351,0.8895,10.8089,0
1202905,0.4782,0.5473,0.1071,0.0349,1.0679,10.8038,0
1202906,0.48,0.5466,0.1146,0.0334,1.0301,10.8065,0
1202907,0.4766,0.5452,0.1142,0.0342,1.1837,10.8065,0
1202908,0.4736,0.5445,0.1099,0.0338,1.44,10.8015,0
1202909,0.479,0.5562,0.1103,0.0351,1.4921,10.7962,0
1202910,0.4648,0.5454,0.1171,0.0357,1.5302,10.7962,0
1202911,0.466,0.5418,0.1161,0.0332,1.4504,10.7896,0
1202912,0.4651,0.5395,0.1109,0.036,1.5909,10.7896,0
1202913,0.4764,0.5443,0.1079,0.0345,1.5098,10.7794,0
1202914,0.4649,0.5381,0.1137,0.0354,1.4166,10.7812,0
1202915,0.4698,0.5417,0.1141,0.0345,1.4093,10.7812,0
1202916,0.4838,0.5542,0.1054,0.0359,1.3966,10.7801,0
1202917,0.4711,0.5423,0.1101,0.0335,1.1898,10.7769,0
1202918,0.4752,0.5407,0.1108,0.0361,1.0789,10.7769,0
1202919,0.4728,0.5472,0.1086,0.0372,1.0624,10.7724,0
1202920,0.4757,0.5437,0.1092,0.035,1.0768,10.7724,0
1202921,0.4726,0.537,0.1079,0.0355,1.0136,10.7687,0
1202922,0.4646,0.5359,0.1094,0.0348,1.1462,10.7685,0
1202923,0.4668,0.5345,0.1038,0.0347,1.3156,10.7685,0
1202924,0.4712,0.5353,0.1068,0.0378,1.4831,10.7712,0
1202925,0.4646,0.5385,0.1137,0.0381,1.4447,10.7773,0
1202926,0.4664,0.5479,0.1145,0.0365,1.7406,10.7773,0
1202927,0.4792,0.5462,0.1097,0.0354,1.7743,10.7869,0
1202928,0.4757,0.5486,0.1063,0.0355,1.5484,10.7869,0
1202929,0.468,0.5446,0.111,0.0353,1.4277,10.7858,0
1202930,0.4718,0.547,0.1126,0.035,1.3159,10.781,0
1202931,0.4755,0.545,0.1084,0.0344,1.3724,10.781,0
1202932,0.4776,0.5517,0.1086,0.0358,1.0524,10.7809,0
1202933,0.4641,0.5431,0.1116,0.0368,1.2069,10.7809,0
1202934,0.4787,0.5481,0.1106,0.0358,1.3311,10.7852,0
1202935,0.4635,0.5366,0.1096,0.0367,1.4049,10.7881,0
1202936,0.466,0.5533,0.1102,0.0349,1.3451,10.7881,0
1202937,0.4698,0.5505,0.1135,0.0354,1.3594,10.7858,0
1202938,0.4774,0.5504,0.1066,0.0342,1.3342,10.7892,0
1202939,0.4662,0.5352,0.1082,0.0359,1.1852,10.7892,0
1202940,0.4856,0.5543,0.1104,0.0353,1.2149,10.7869,0
1202941,0.4786,0.5524,0.1117,0.0354,1.2704,10.7869,0
1202942,0.4758,0.5523,0.11,0.034,1.3073,10.7817,0
1202943,0.4663,0.5527,0.1086,0.0331,1.2591,10.7846,0
1202944,0.4661,0.5441,0.1105,0.0349,1.1911,10.7846,0
1202945,0.4644,0.5382,0.1145,0.034,1.3138,10.7854,0
1202946,0.4661,0.5472,0.1083,0.0365,1.278,10.7866,0
1202947,0.4795,0.5498,0.1098,0.0327,1.3158,10.7866,0
1202948,0.4719,0.5478,0.1087,0.0353,1.4216,10.7865,0
1202949,0.4651,0.5414,0.115,0.0366,1.4709,10.7865,0
1202950,0.4664,0.5424,0.1061,0.0347,1.4309,10.7864,0
1202951,0.4562,0.5427,0.1046,0.0337,1.5208,10.7873,0
1202952,0.4546,0.5249,0.1101,0.0349,1.2778,10.7873,0
1202953,0.4675,0.5419,0.1118,0.0343,1.2765,10.7857,0
1202954,0.463,0.5429,0.1074,0.0354,1.2139,10.7794,0
1202955,0.4566,0.5344,0.106,0.0355,1.0412,10.7794,0
1202956,0.4581,0.5418,0.1093,0.0349,1.0716,10.775,0
1202957,0.4747,0.5439,0.1086,0.0349,1.1917,10.775,0
1202958,0.4726,0.5505,0.1096,0.0339,1.2168,10.777,0
1202959,0.4653,0.5366,0.1066,0.0371,1.4934,10.7696,0
1202960,0.4627,0.5357,0.1066,0.0338,1.3418,10.7696,0
1202961,0.4614,0.5348,0.1123,0.0357,1.4746,10.7663,0
1202962,0.4566,0.5344,0.1065,0.0334,1.4984,10.7663,0
1202963,0.4632,0.5367,0.1066,0.0343,1.3742,10.7602,0
1202964,0.4597,0.5336,0.1129,0.0335,1.3384,10.7628,0
1202965,0.4688,0.5393,0.1126,0.0325,1.267,10.7628,0
1202966,0.4593,0.5407,0.1088,0.0356,1.2984,10.7659,0
1202967,0.4735,0.5413,0.1081,0.0348,1.3125,10.7637,0
1202968,0.4634,0.5462,0.1144,0.0342,1.2133,10.7637,0
1202969,0.4658,0.5332,0.1094,0.0339,1.183,10.7642,0
1202970,0.4639,0.5347,0.1066,0.0347,1.183,10.7642,0
1202971,0.4603,0.5364,0.1108,0.0342,1.2513,10.7624,0
1202972,0.4494,0.5334,0.112,0.0337,1.298,10.7641,0
1202973,0.4644,0.5431,0.1115,0.0321,1.1613,10.7641,0
1202974,0.4768,0.5444,0.1039,0.0316,1.1831,10.7652,0
1202975,0.4585,0.5405,0.1095,0.0338,1.2368,10.7663,0
1202976,0.4633,0.5316,0.1115,0.0332,1.3253,10.7663,0
1202977,0.4604,0.5441,0.1101,0.0335,1.2066,10.7616,0
1202978,0.4591,0.5312,0.1054,0.0322,1.0441,10.7616,0
1202979,0.4617,0.5355,0.1121,0.0353,1.3055,10.7535,0
1202980,0.456,0.5362,0.1148,0.0324,1.3744,10.7515,0
1202981,0.4662,0.5353,0.1068,0.0319,1.3543,10.7515,0
1202982,0.4579,0.5341,0.1061,0.0346,1.1639,10.7521,0
1202983,0.466,0.5405,0.1113,0.0337,1.1467,10.7504,0
1202984,0.4674,0.5463,0.1178,0.0357,1.254,10.7504,0
1202985,0.4629,0.5396,0.1072,0.0349,1.2169,10.7501,0
1202986,0.459,0.5286,0.1104,0.0354,1.2499,10.7501,0
1202987,0.4606,0.5373,0.1154,0.0319,1.0506,10.7424,0
1202988,0.4526,0.5316,0.1166,0.0333,1.1597,10.732,0
1202989,0.4634,0.5381,0.1083,0.0336,1.1686,10.732,0
1202990,0.4749,0.5603,0.1082,0.0336,1.2397,10.7277,0
1202991,0.46,0.5381,0.1128,0.0339,1.4627,10.7277,0
1202992,0.4655,0.5325,0.1128,0.034,1.5095,10.7251,0
1202993,0.4588,0.5385,0.1127,0.0358,1.4499,10.7271,0
1202994,0.4716,0.5442,0.1128,0.0355,1.4767,10.7271,0
1202995,0.457,0.5295,0.1127,0.0346,1.2702,10.727,0
1202996,0.4638,0.5419,0.1111,0.0351,1.1279,10.7296,0
1202997,0.4618,0.5443,0.1104,0.0384,0.9211,10.7296,0
1202998,0.4598,0.5343,0.1138,0.034,1.0404,10.7282,0
1202999,0.4749,0.5412,0.117,0.036,0.9356,10.7282,0
1203000,0.4661,0.5386,0.1117,0.0355,1.0517,10.723,0
1203001,0.4743,0.5488,0.1077,0.0344,0.9789,10.7259,0
1203002,0.4624,0.5411,0.1101,0.0365,1.1572,10.7259,0
1203003,0.46,0.535,0.1146,0.0376,1.289,10.7261,0
1203004,0.4619,0.5386,0.1121,0.0333,1.4464,10.7256,0
1203005,0.4736,0.5464,0.1074,0.0347,1.3025,10.7256,0
1203006,0.4728,0.5532,0.1118,0.0364,1.338,10.725,0
1203007,0.4625,0.5447,0.1134,0.036,1.2023,10.725,0
1203008,0.4664,0.5391,0.1097,0.0344,1.374,10.7193,0
1203009,0.4779,0.5468,0.1082,0.0359,1.1882,10.7173,0
1203010,0.4688,0.5452,0.1088,0.0374,1.2585,10.7173,0
1203011,0.4655,0.5475,0.1104,0.0354,1.3946,10.7183,0
1203012,0.4699,0.5474,0.1103,0.0357,1.4215,10.7228,0
1203013,0.4689,0.5418,0.1032,0.0354,1.3084,10.7228,0
1203014,0.4692,0.5445,0.1076,0.0339,1.7014,10.7254,0
1203015,0.4637,0.5394,0.1128,0.0342,1.3504,10.7254,0
1203016,0.467,0.5387,0.1085,0.0344,1.2453,10.724,0
1203017,0.4572,0.5344,0.1112,0.0333,1.3926,10.7195,0
1203018,0.4647,0.5476,0.1108,0.0367,1.568,10.7195,0
1203019,0.4724,0.5444,0.1132,0.0349,1.3619,10.7216,0
1203020,0.4634,0.545,0.1113,0.0319,1.1208,10.7216,0
1203021,0.4773,0.5425,0.1065,0.0356,1.1057,10.7278,0
1203022,0.4751,0.5519,0.1138,0.0331,1.0631,10.7284,0
1203023,0.4665,0.5423,0.1111,0.0357,1.0173,10.7284,0
1203024,0.4658,0.5346,0.1072,0.0327,1.0804,10.7373,0
1203025,0.4666,0.5463,0.1067,0.0368,1.3095,10.7437,0
1203026,0.4761,0.5445,0.112,0.0353,1.0321,10.7437,0
1203027,0.4801,0.5479,0.1099,0.0356,1.1312,10.7457,0
1203028,0.4793,0.5575,0.1074,0.034,1.1036,10.7457,0
1203029,0.4622,0.5267,0.11,0.0363,1.2712,10.7416,0
1203030,0.4533,0.5293,0.1133,0.0352,1.2228,10.7437,0
1203031,0.4704,0.5502,0.1129,0.0334,1.2611,10.7437,0
1203032,0.477,0.5447,0.1068,0.0365,1.1399,10.7429,0
1203033,0.4737,0.5482,0.1127,0.0376,1.3603,10.7454,0
1203034,0.4627,0.5321,0.115,0.0339,1.3987,10.7454,0
1203035,0.4647,0.5362,0.1124,0.035,1.5578,10.7492,0
1203036,0.4675,0.5476,0.1045,0.0347,1.4631,10.7492,0
1203037,0.4611,0.5449,0.1113,0.0337,1.5915,10.7564,0
1203038,0.4642,0.539,0.1127,0.0351,1.629,10.7672,0
1203039,0.4664,0.5453,0.1083,0.033,1.6545,10.7672,0
1203040,0.4729,0.5367,0.1085,0.0342,1.457,10.7635,0
1203041,0.4644,0.5386,0.111,0.0376,1.4519,10.7644,0
1203042,0.4702,0.5447,0.1134,0.0364,1.276,10.7644,0
1203043,0.4821,0.5623,0.109,0.0338,1.3815,10.763,0
1203044,0.4606,0.5451,0.1059,0.0369,1.4957,10.763,0
1203045,0.4593,0.5345,0.112,0.0349,1.3444,10.764,0
1203046,0.4571,0.5278,0.1145,0.0357,1.2054,10.7718,0
1203047,0.4523,0.5293,0.1094,0.0353,1.1935,10.7718,0
1203048,0.4647,0.5416,0.1055,0.0361,1.2567,10.7633,0
1203049,0.4603,0.5368,0.1109,0.0332,1.3643,10.7633,0
1203050,0.4605,0.5341,0.1122,0.0353,1.4753,10.7642,0
1203051,0.4693,0.5491,0.1082,0.0355,1.3879,10.774,0
1203052,0.4604,0.5278,0.1083,0.0335,1.3666,10.774,0
1203053,0.456,0.5386,0.1138,0.0348,1.4735,10.7801,0
1203054,0.462,0.5364,0.1107,0.0353,1.2568,10.7836,0
1203055,0.4783,0.5448,0.1066,0.0367,1.0272,10.7836,0
1203056,0.4672,0.5352,0.1105,0.0337,1.1768,10.7868,0
1203057,0.4711,0.5408,0.1119,0.0312,1.469,10.7868,0
1203058,0.464,0.5328,0.1107,0.0373,1.47,10.7854,0
1203059,0.456,0.5376,0.109,0.035,1.3441,10.7902,0
1203060,0.467,0.5401,0.1087,0.0344,1.3068,10.7902,0
1203061,0.4586,0.5397,0.1145,0.0332,1.3753,10.7954,0
1203062,0.4646,0.536,0.1144,0.0341,1.4434,10.7986,0
1203063,0.4626,0.5459,0.109,0.0334,1.3252,10.7986,0
1203064,0.4645,0.5358,0.1111,0.034,1.353,10.7988,0
1203065,0.4569,0.5338,0.1162,0.0333,1.144,10.7988,0
1203066,0.4599,0.5361,0.1099,0.0355,1.1099,10.7989,0
1203067,0.4612,0.5422,0.1044,0.0342,1.1869,10.8104,0
1203068,0.4693,0.5448,0.1106,0.0352,1.1642,10.8104,0
1203069,0.4619,0.5294,0.1106,0.0356,0.9946,10.8119,0
1203070,0.463,0.5378,0.1037,0.0367,1.1806,10.8092,0
1203071,0.4658,0.5356,0.1056,0.0355,1.1612,10.8092,0
1203072,0.4625,0.5377,0.1132,0.0358,1.332,10.8051,0
1203073,0.4632,0.5391,0.1138,0.0363,1.2521,10.8051,0
1203074,0.4662,0.543,0.1066,0.035,1.2918,10.7997,0
1203075,0.467,0.5444,0.1087,0.0348,1.2107,10.7979,0
1203076,0.4659,0.5442,0.1102,0.0333,1.4849,10.7979,0
1203077,0.4634,0.5334,0.1105,0.0356,1.2682,10.8034,0
1203078,0.4511,0.528,0.1073,0.0342,1.3585,10.8034,0
1203079,0.4697,0.5416,0.1098,0.0355,1.1981,10.807,0
1203080,0.4636,0.5367,0.1111,0.0359,1.3095,10.8103,0
1203081,0.4568,0.5301,0.1105,0.0336,1.3804,10.8103,0
1203082,0.4745,0.544,0.1054,0.0358,1.393,10.8109,0
1203083,0.4629,0.5375,0.1065,0.0369,1.3711,10.813,0
1203084,0.4585,0.5402,0.11,0.0347,1.211,10.813,0
1203085,0.4731,0.5424,0.1087,0.0343,1.1812,10.814,0
1203086,0.4599,0.5369,0.1054,0.0325,1.184,10.814,0
1203087,0.4579,0.5396,0.1075,0.0321,1.28,10.8154,0
1203088,0.4695,0.5367,0.1136,0.0338,1.3642,10.8157,0
1203089,0.4595,0.5428,0.1101,0.0366,1.3117,10.8157,0
1203090,0.455,0.5278,0.1095,0.0334,1.3517,10.8188,0
1203091,0.462,0.5339,0.106,0.0355,1.3089,10.8229,0
1203092,0.4528,0.5327,0.1133,0.0341,1.4652,10.8229,0
1203093,0.4649,0.5341,0.1095,0.0372,1.2128,10.8179,0
1203094,0.4581,0.5342,0.1097,0.036,1.139,10.8179,0
1203095,0.4696,0.5433,0.1092,0.0384,1.1996,10.8127,0
1203096,0.4638,0.5446,0.115,0.0359,1.2355,10.8191,0
1203097,0.4715,0.5425,0.1104,0.0357,1.471,10.8191,0
1203098,0.4607,0.5372,0.1094,0.0356,1.4882,10.8204,0
1203099,0.4632,0.5366,0.1109,0.0349,1.3383,10.8176,0
1203100,0.461,0.5314,0.1127,0.0356,1.3257,10.8176,0
1203101,0.4593,0.5351,0.1087,0.0341,1.2565,10.8208,0
1203102,0.4703,0.5435,0.11,0.0347,1.3283,10.8208,0
1203103,0.469,0.5382,0.1149,0.0361,1.2205,10.8235,0
1203104,0.4716,0.5366,0.1105,0.0383,1.171,10.8259,0
1203105,0.4666,0.5401,0.1083,0.0346,1.0585,10.8259,0
1203106,0.4615,0.5367,0.1091,0.0352,1.3394,10.8315,0
1203107,0.4469,0.5275,0.1149,0.0345,1.5538,10.8315,0
1203108,0.4618,0.5323,0.1151,0.0361,1.447,10.8352,0
1203109,0.4643,0.5368,0.1079,0.0332,1.4284,10.8355,0
1203110,0.4595,0.538,0.1077,0.0341,1.5411,10.8355,0
1203111,0.4622,0.5407,0.1163,0.0344,1.4946,10.8387,0
1203112,0.4616,0.54,0.1083,0.0368,1.4086,10.8361,0
1203113,0.4654,0.5454,0.109,0.0347,1.4196,10.8361,0
1203114,0.4592,0.5374,0.114,0.0354,1.4909,10.8311,0
1203115,0.457,0.5402,0.1141,0.0365,1.7871,10.8311,0
1203116,0.4634,0.5355,0.1078,0.0352,1.6339,10.8384,0
1203117,0.4676,0.5343,0.105,0.0349,1.3749,10.8396,0
1203118,0.4693,0.5484,0.1081,0.0361,1.393,10.8396,0
1203119,0.4697,0.5457,0.1149,0.0347,1.2569,10.8414,0
1203120,0.461,0.5423,0.1107,0.0366,1.1348,10.8394,0
1203121,0.4617,0.5382,0.1066,0.0351,0.9951,10.8394,0
1203122,0.4573,0.5348,0.1116,0.0339,1.1678,10.8403,0
1203123,0.4591,0.5343,0.1147,0.0348,1.4126,10.8403,0
1203124,0.4628,0.5361,0.1062,0.0345,1.4693,10.8382,0
1203125,0.4622,0.5344,0.107,0.0324,1.2663,10.843,0
1203126,0.4631,0.535,0.1107,0.0355,1.3126,10.843,0
1203127,0.466,0.5449,0.1116,0.0353,1.4666,10.8465,0
1203128,0.463,0.5416,0.1092,0.0341,1.4146,10.8507,0
1203129,0.4624,0.5424,0.1073,0.0331,1.3363,10.8507,0
1203130,0.4676,0.5363,0.111,0.0343,1.2533,10.8528,0
1203131,0.4674,0.5402,0.111,0.0339,1.2624,10.8528,0
1203132,0.473,0.5408,0.107,0.033,1.1944,10.8549,0
1203133,0.4734,0.5428,0.1085,0.0355,1.2858,10.8503,0
1203134,0.4626,0.5465,0.1113,0.0355,1.5417,10.8503,0
1203135,0.4694,0.5429,0.1106,0.0351,1.2651,10.85,0
1203136,0.461,0.5332,0.1089,0.0338,1.1033,10.85,0
1203137,0.4633,0.5452,0.1072,0.0348,1.1859,10.849,0
1203138,0.4674,0.5449,0.1127,0.0365,1.2331,10.8523,0
1203139,0.4565,0.5353,0.1108,0.036,1.2067,10.8523,0
1203140,0.4725,0.5484,0.1089,0.0329,1.2178,10.8491,0
1203141,0.477,0.5454,0.1106,0.0355,1.335,10.8475,0
1203142,0.4601,0.5364,0.1114,0.0338,1.6204,10.8475,0
1203143,0.4549,0.5353,0.1106,0.0351,1.2149,10.842,0
1203144,0.4557,0.5364,0.107,0.035,1.1998,10.842,0
1203145,0.4654,0.5478,0.1105,0.0318,1.2491,10.8456,0
1203146,0.4625,0.5441,0.1119,0.0334,1.4231,10.848,0
1203147,0.463,0.5344,0.1084,0.0351,1.3177,10.848,0
1203148,0.468,0.5369,0.1106,0.0349,1.3086,10.8475,0
1203149,0.4776,0.5556,0.1154,0.0331,1.2589,10.8501,0
1203150,0.4551,0.533,0.1112,0.0353,1.2425,10.8501,0
1203151,0.4744,0.5446,0.1104,0.0355,1.4148,10.8478,0
1203152,0.467,0.5467,0.1076,0.0353,1.3174,10.8478,0
1203153,0.4703,0.5455,0.1133,0.0351,1.454,10.8443,0
1203154,0.4663,0.5478,0.1109,0.0329,1.3278,10.8396,0
1203155,0.478,0.5467,0.1089,0.0343,1.3889,10.8396,0
1203156,0.4592,0.5432,0.1067,0.033,1.1701,10.8335,0
1203157,0.4661,0.5372,0.1116,0.0324,1.2562,10.8356,0
1203158,0.469,0.5496,0.113,0.0319,1.3416,10.8356,0
1203159,0.455,0.537,0.1075,0.0329,1.3968,10.8412,0
1203160,0.4681,0.54,0.1104,0.031,1.4633,10.8412,0
1203161,0.4755,0.5513,0.1123,0.0351,1.3004,10.8392,0
1203162,0.4714,0.5396,0.1126,0.0341,1.361,10.8439,0
1203163,0.4682,0.5452,0.1093,0.0354,1.3633,10.8439,0
1203164,0.4684,0.5468,0.109,0.0336,1.2763,10.8447,0
1203165,0.4975,0.5528,0.1138,0.0345,1.3314,10.8447,0
1203166,0.5604,0.5756,0.1096,0.0309,1.3099,10.8444,0
1203167,0.5906,0.5836,0.104,0.0344,1.262,10.8438,0
1203168,0.5794,0.5813,0.1091,0.0314,1.3226,10.8438,0
1203169,0.5809,0.5792,0.1112,0.034,1.4195,10.8427,0
1203170,0.5829,0.5762,0.1093,0.0336,1.3227,10.845,0
1203171,0.5704,0.5738,0.1103,0.036,1.3165,10.845,0
1203172,0.5915,0.5824,0.1106,0.0337,1.2363,10.8459,0
1203173,0.5793,0.577,0.1115,0.0353,1.1614,10.8459,0
1203174,0.5782,0.5857,0.1062,0.0344,1.1204,10.8454,0
1203175,0.5842,0.5742,0.1043,0.0321,1.1569,10.8475,0
1203176,0.5847,0.5746,0.1089,0.0348,1.37,10.8475,0
1203177,0.5794,0.5731,0.1109,0.0351,1.3346,10.8522,0
1203178,0.5831,0.5826,0.1061,0.0358,1.135,10.8513,0
1203179,0.5725,0.5673,0.1055,0.0352,1.0569,10.8513,0
1203180,0.5723,0.572,0.1122,0.0347,0.8917,10.8453,0
1203181,0.5826,0.579,0.1127,0.0341,0.9507,10.8453,0
1203182,0.5797,0.5805,0.1067,0.0352,1.2286,10.8482,0
1203183,0.5962,0.5884,0.1072,0.0327,1.3344,10.8489,0
1203184,0.5787,0.5781,0.1106,0.0332,1.322,10.8489,0
1203185,0.5871,0.5779,0.1128,0.0322,1.3137,10.852,0
1203186,0.5854,0.569,0.1102,0.0318,1.3855,10.8548,0
1203187,0.5826,0.5755,0.1078,0.0307,1.2732,10.8548,0
1203188,0.575,0.583,0.1149,0.0356,1.3056,10.8546,0
1203189,0.5818,0.5725,0.1112,0.0325,1.2894,10.8546,0
1203190,0.5848,0.5869,0.1089,0.0341,1.2326,10.8518,0
1203191,0.5866,0.5838,0.1091,0.0346,1.197,10.8512,0
1203192,0.5793,0.5736,0.1138,0.0342,0.9883,10.8512,0
1203193,0.5817,0.5741,0.1121,0.0329,1.0442,10.8491,0
1203194,0.5867,0.5746,0.1083,0.0335,1.0569,10.8491,0
1203195,0.5762,0.5686,0.1074,0.0337,1.1258,10.8517,0
1203196,0.59,0.5792,0.1106,0.0316,1.081,10.8565,0
1203197,0.5799,0.5753,0.1082,0.0357,0.8763,10.8565,0
1203198,0.5772,0.5763,0.1061,0.0332,1.17,10.8557,0
1203199,0.5947,0.5925,0.1086,0.0357,1.395,10.8597,0
1203200,0.595,0.5835,0.1148,0.0352,1.2717,10.8597,0
